0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
0	0	0.333333333333333	0.333333333333333	0	0.333333333333333	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0
0	0	0.333333333333333	0.333333333333333	0.333333333333333	0	0	0.333333333333333	0	0.333333333333333	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
0	0.333333333333333	0	0	0.333333333333333	0.333333333333333	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0
0	0.333333333333333	0	0.333333333333333	0.333333333333333	0	0	0	0.333333333333333	0.333333333333333	0	0	0	0	0
0	0.333333333333333	0.333333333333333	0	0.333333333333333	0	0	0.333333333333333	0	0	0	0.333333333333333	0	0	0
0	0.333333333333333	0.333333333333333	0.333333333333333	0	0	0	0	0.333333333333333	0	0	0.333333333333333	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
0.333333333333333	0	0	0	0.333333333333333	0.333333333333333	0	0.333333333333333	0	0.333333333333333	0	0	0	0	0
0.333333333333333	0	0	0.333333333333333	0	0.333333333333333	0	0	0.333333333333333	0.333333333333333	0	0	0	0	0
0.333333333333333	0	0.333333333333333	0	0	0.333333333333333	0	0.333333333333333	0	0	0	0.333333333333333	0	0	0
0.333333333333333	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0.333333333333333	0	0.333333333333333	0	0	0
0.333333333333333	0.333333333333333	0	0	0	0.333333333333333	0	0	0.333333333333333	0	0	0.333333333333333	0	0	0
0.333333333333333	0.333333333333333	0	0	0.333333333333333	0	0	0	0	0.333333333333333	0	0.333333333333333	0	0	0
0.500000000000000	0.500000000000000	0.500000000000000	0.500000000000000	0.500000000000000	0.500000000000000	0	0.500000000000000	0.500000000000000	0.500000000000000	0	0.500000000000000	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.333333333333333	0	0	0	0.333333333333333	0.333333333333333	0.333333333333333	0	0	0	0	0.333333333333333
0	0	0	0.333333333333333	0.333333333333333	0.333333333333333	0	0.333333333333333	0	0	0	0	0	0	0.333333333333333
0	0.333333333333333	0	0	0	0	0	0.333333333333333	0.333333333333333	0	0	0.333333333333333	0	0	0.333333333333333
0	0.333333333333333	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0	0.333333333333333	0	0	0.333333333333333
0	0.333333333333333	0.333333333333333	0	0	0.333333333333333	0	0.333333333333333	0	0	0	0	0	0	0.333333333333333
0	0.333333333333333	0.333333333333333	0.333333333333333	0	0	0	0	0	0.333333333333333	0	0	0	0	0.333333333333333
0.333333333333333	0	0	0	0	0	0	0.333333333333333	0	0.333333333333333	0	0.333333333333333	0	0	0.333333333333333
0.333333333333333	0	0	0.333333333333333	0	0.333333333333333	0	0	0	0	0	0.333333333333333	0	0	0.333333333333333
0.333333333333333	0	0.333333333333333	0	0.333333333333333	0	0	0.333333333333333	0	0	0	0	0	0	0.333333333333333
0.333333333333333	0	0.333333333333333	0.333333333333333	0	0	0	0	0.333333333333333	0	0	0	0	0	0.333333333333333
0.333333333333333	0.333333333333333	0	0	0	0.333333333333333	0	0	0	0.333333333333333	0	0	0	0	0.333333333333333
